word,related fact
kingston,"For over four decades the Ukrainian Canadian Club of Kingston has hosted the ""Lviv, Ukraine"" pavilion as part of the Folklore tradition, holding this popular cultural and folk festival annually on the second full weekend in June (at Regiopolis-Notre Dame High School)."
kingston,"Kingston sits amid excellent cruising and boating territory, with easy access to Lake Ontario, the St. Lawrence River, and the Thousand Islands including the St. Lawrence Islands National Park."
kingston,Kingston is now a separate municipality from the County of Frontenac.
kingston,"In 1846, with a population of 6,123, Kingston was incorporated as a city, with John Counter as the first mayor."
kingston,"The Royal Kingston Curling Club (RKCC) was founded in 1820, and was granted Royal patronage in 1993."
kingston,"During the summers, the RMC campus in Kingston plays host to a Royal Canadian Sea Cadets camp called HMCS Ontario, which provides sail training along with much other training to youth from across Canada."
kingston,Kingston has a history of hosting major curling competitions.
kingston,"Most notable of these was Dick Edney, who was inducted into the Kingston and District Sports Hall of Fame in 2005."
kingston,"The first meeting of the Parliament of the Province of Canada on June 13, 1841, was held on the site of what is now Kingston General Hospital."
kingston,"Kingston is the site of two universities, Queen's University and the Royal Military College of Canada, and a community college, St. Lawrence College."
kingston,"The Kingston Golf Club, established in 1884, was a founding member of the Royal Canadian Golf Association in 1895; however, this club ceased operating in the mid-1920s."
kingston,"Of the nine institutions in the Kingston area, seven are within the city's municipal boundaries."
kingston,"On January 1, 1998, the City was amalgamated with Kingston Township and Pittsburgh Township to form the new City of Kingston."
kingston,"Kingston is also the hometown of John A. Macdonald, Canada's first Prime Minister."
kingston,Highway 15 is an alternative route between Kingston and the Ottawa region.
kingston,"Since Kingston was at the junction of the St. Lawrence River and Lake Ontario, commodities shipped along the lake from the west such as wheat, flour, meat, and potash were unloaded and stored at Kingston to await transfer to vessels that could navigate the risky St. Lawrence."
kingston,"Archaeological evidence suggests people lived in the Kingston region as early as the Archaic Period (about 9,000–3,000 years ago)."
kingston,"A telephone system began operation in Kingston in 1881; at that time the population was 14,091."
kingston,A by-law to establish ranked choice elections has not been passed to elect City of Kingston Mayor and District Councillors.
kingston,The Limestone District School Board serves students in the City of Kingston and the counties of Frontenac and Lennox and Addington.
kingston,"The original building was near the Kingston Memorial Centre (which was opened in 1950), but has since been relocated to Kingston's west end at the Invista Centre."
kingston,"Kingston was the home of Canada's first Prime Minister, John A. Macdonald."
kingston,"Mild to strong breezes blowing off Lake Ontario make Kingston one of the most consistently windy cities in Canada, especially near the water."
kingston,"Governor General Lord Sydenham chose Kingston as the first capital of the united Canadas, and it served in that role from 1841 to 1844."
kingston,"Alternative venues for the presentation of exhibition programs in Kingston include the Union Gallery (Queen's University's student art gallery), Verb Gallery, Open Studio 22, the Kingston Arts Council gallery, The Artel: Arts Accommodations and Venue, and the Tett Centre for Creativity and Learning."
kingston,"Kingston became an important port as businesses relating to transshipment, or forwarding, grew."
kingston,The Catholic high schools in the immediate Kingston area include Regiopolis Notre-Dame and Holy Cross Catholic High School.
kingston,"During fighting, troops that had formed in Kingston received recognition from the government for their achievements."
kingston,"St. Lawrence College offers baccalaureate degree programs at its Kingston campus in behavioural psychology, industrial trades, microelectronics, nursing, and business administration (the latter via a partnership with Laurentian University[95]), in addition to certificate, diploma, and advanced diploma programs."
kingston,"In 2013, Kingston hosted the Scotties Tournament of Hearts, the national women's curling championship."
kingston,"Kingston became an important rail centre, for both passengers and cargo, due to difficulty travelling by ship through the rapids-and-shoal-filled river."
kingston,"Cataraqui would be renamed Kingston after the British took possession of the fort, and Loyalists began settling the region in the 1780s."
kingston,"The Kingston Symphony performs at The Grand Theatre, as do several amateur and semi-professional theatre groups."
kingston,"Several more prisons would be established in later years in the greater Kingston area, including the federal Prison for Women (1930, closed in the 1990s), Millhaven Penitentiary, Collins Bay, Frontenac, and Joyceville Institutions."
kingston,Literary events also happen throughout the year at the Kingston Frontenac Public Library and local bookstores.
kingston,The Kingston WritersFest[91] occurs annually.
kingston,Kingston Transit provides local municipal bus service.
